Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[0.63733159]
96.42857142857144,[0.74879755]
122.14285714285737,[0.6255981]
134.99999999999974,[0.89497947]
147.85714285714317,[0.5141701]
160.7142857142859,[0.35115729]
173.57142857142824,[0.33331653]
173.57142857142824,[0.33171867]
160.7142857142859,[0.34482702]
147.85714285714297,[0.33306784]
135.00000000000009,[0.89989988]
122.14285714285697,[0.85490865]
109.2857142857147,[0.63050506]
96.42857142857113,[0.75984778]
83.57142857142887,[0.7390717]
70.71428571428521,[0.61378193]
57.85714285714325,[0.61283742]
44.99999999999968,[0.87029273]
32.142857142857316,[0.51317595]
19.285714285714285,[0.33672609]
6.428571428571361,[0.32572061]
6.4285714285713045,[0.32457666]
19.285714285714267,[0.33877136]
32.142857142857096,[0.48611161]
45.00000000000003,[0.90529466]
57.85714285714292,[1.07439579]
70.71428571428564,[0.61165672]
83.57142857142857,[0.74774442]
