Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[1.38238217]
96.42857142857144,[0.94536825]
122.14285714285737,[1.39852077]
134.99999999999974,[0.91217245]
147.85714285714317,[0.91439008]
160.7142857142859,[0.36138295]
173.57142857142824,[0.36464466]
173.57142857142824,[0.42414902]
160.7142857142859,[0.36914335]
147.85714285714297,[0.69463626]
135.00000000000009,[0.91294931]
122.14285714285697,[1.38180896]
109.2857142857147,[1.40124217]
96.42857142857113,[1.33758449]
83.57142857142887,[0.94431535]
70.71428571428521,[1.31987883]
57.85714285714325,[1.30627665]
44.99999999999968,[1.32366931]
32.142857142857316,[0.9103349]
19.285714285714285,[0.3746838]
6.428571428571361,[0.37869103]
6.4285714285713045,[0.42447259]
19.285714285714267,[0.3998713]
32.142857142857096,[0.67680598]
45.00000000000003,[0.92433314]
57.85714285714292,[1.33203694]
70.71428571428564,[1.3623002]
83.57142857142857,[1.35767626]
