Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[0.34660184]
96.42857142857144,[0.36292343]
122.14285714285737,[0.36070104]
134.99999999999974,[0.53452747]
147.85714285714317,[0.58860066]
160.7142857142859,[0.47958974]
173.57142857142824,[0.20333789]
173.57142857142824,[0.22622171]
160.7142857142859,[0.48057471]
147.85714285714297,[0.6194333]
135.00000000000009,[0.61923599]
122.14285714285697,[0.60616257]
109.2857142857147,[0.55940545]
96.42857142857113,[0.35453044]
83.57142857142887,[0.34850179]
70.71428571428521,[0.33742846]
57.85714285714325,[0.33587636]
44.99999999999968,[0.51589659]
32.142857142857316,[0.50248823]
19.285714285714285,[0.32573432]
6.428571428571361,[0.18186988]
6.4285714285713045,[0.17719759]
19.285714285714267,[0.42289824]
32.142857142857096,[0.51046653]
45.00000000000003,[0.592411]
57.85714285714292,[0.57596488]
70.71428571428564,[0.54171874]
83.57142857142857,[0.33221125]
