Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[0.73909754]
96.42857142857144,[0.86227764]
122.14285714285737,[0.72405018]
134.99999999999974,[0.91405102]
147.85714285714317,[0.516345]
160.7142857142859,[0.34957826]
173.57142857142824,[0.33744618]
173.57142857142824,[0.33584831]
160.7142857142859,[0.34588824]
147.85714285714297,[0.33529174]
135.00000000000009,[0.91632863]
122.14285714285697,[0.88029259]
109.2857142857147,[0.7308187]
96.42857142857113,[0.90250167]
83.57142857142887,[0.85609521]
70.71428571428521,[0.70414658]
57.85714285714325,[0.69977809]
44.99999999999968,[0.90911155]
32.142857142857316,[0.51073979]
19.285714285714285,[0.34181324]
6.428571428571361,[0.33440492]
6.4285714285713045,[0.34155759]
19.285714285714267,[0.34385852]
32.142857142857096,[0.48937929]
45.00000000000003,[0.92946073]
57.85714285714292,[1.21547862]
70.71428571428564,[0.69792421]
83.57142857142857,[0.9103069]
