Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[1.38238217]
96.42857142857144,[0.94536825]
122.14285714285737,[1.39852077]
134.99999999999974,[0.91528511]
147.85714285714317,[0.91439008]
160.7142857142859,[0.36178829]
173.57142857142824,[0.37588314]
173.57142857142824,[0.42163619]
160.7142857142859,[0.3692611]
147.85714285714297,[0.69463626]
135.00000000000009,[0.91294931]
122.14285714285697,[1.38087211]
109.2857142857147,[1.40796218]
96.42857142857113,[1.38413276]
83.57142857142887,[0.94431535]
70.71428571428521,[1.32378066]
57.85714285714325,[1.45651092]
44.99999999999968,[1.32678196]
32.142857142857316,[0.91071599]
19.285714285714285,[0.37256382]
6.428571428571361,[0.37869103]
6.4285714285713045,[0.42447259]
19.285714285714267,[0.39619984]
32.142857142857096,[0.67472773]
45.00000000000003,[0.92433314]
57.85714285714292,[1.32988214]
70.71428571428564,[1.36715159]
83.57142857142857,[1.40422454]
