stress_11,stress_12,stress_13,stress_21,stress_22,stress_23,stress_31,stress_32,stress_33,e1,e2,e3,anev1,anev2,anev3,temp,miss,velo
1.0460179272232807e-16,0.014971253078047694,-5.32007811864768e-17,0.014971253078047694,4.393136380934429e-18,-0.10644382984654381,-5.32007811864768e-17,-0.10644382984654381,3.2210545401712906e-17,0.10749152213605934,8.853253366809628e-17,-0.10749152213605925,0.6283936231213737,0.458522528171501,0.6283936231213743,100.0,109.28571428571418,[0.39603874]
-2.0055622608613699e-16,0.04872552187535828,6.314536654063223e-17,0.04872552187535828,-9.984400865760065e-18,-0.014316463914532836,6.314536654063223e-17,-0.014316463914532836,-1.7477042558934792e-16,0.05078521065272964,-1.4256208705009762e-16,-0.050785210652729895,0.12212167945800347,0.9849733959923551,0.122121679458005,100.0,96.42857142857144,[0.33385772]
3.464152996033275e-17,-0.05275297661342406,-8.585370608850551e-17,-0.05275297661342406,9.862851637829073e-18,-0.17022082096917449,-8.585370608850551e-17,-0.17022082096917449,1.9248188451643534e-17,0.1782077563772021,8.915821230800172e-17,-0.17820775637720218,0.6832543047926647,0.25754050160039704,0.6832543047926652,100.0,122.14285714285737,[0.38914675]
-2.4240388884523567e-17,-0.14034762969156372,-6.284474925369576e-17,-0.14034762969156372,-1.258902717856704e-17,-0.1968640503822662,-6.284474925369576e-17,-0.1968640503822662,2.1383982028145253e-17,0.24177036934444995,4.276189361654565e-17,-0.2417703693444501,0.6973800821584655,0.16529380513892034,0.6973800821584656,100.0,134.99999999999974,[0.39029443]
5.419359148180377e-17,-0.22906867976205125,-1.604015704303628e-17,-0.22906867976205125,-2.961460117661529e-17,-0.18012586915727427,-1.604015704303628e-17,-0.18012586915727427,7.16011773390637e-17,0.29140656956834843,5.711177597401245e-17,-0.2914065695683485,0.7031859092734003,0.10516251232584152,0.7031859092734003,100.0,147.85714285714317,[0.26814366]
1.4924508772383958e-17,-0.30166627871679613,4.1600494574622963e-17,-0.30166627871679613,-1.6734724059784805e-17,-0.12440950726880402,4.1600494574622963e-17,-0.12440950726880402,-2.0402906116987962e-19,0.32631314594068467,-3.0781559615206e-17,-0.3263131459406842,0.7060546825220476,0.05453045550315563,0.7060546825220474,100.0,160.7142857142859,[0.22748167]
3.326107801454505e-17,-0.34536908449836273,1.00903765988624e-16,-0.34536908449836273,1.5323884807014361e-18,-0.041856619123317694,1.00903765988624e-16,-0.041856619123317694,-5.592132693596572e-17,0.34789622172664014,-7.876246747262006e-17,-0.34789622172664036,0.7070817992343448,0.008405854093606302,0.707081799234345,100.0,173.57142857142824,[0.21779975]
-1.7681071620104672e-17,-0.3521677248643875,1.1065212259478594e-16,-0.3521677248643875,-3.681205188767189e-18,0.051724142584320405,1.1065212259478594e-16,0.051724142584320405,-8.986828987954994e-17,0.355945913534967,-5.657341498578617e-17,-0.35594591353496685,0.7067069292541676,0.033624876033827696,0.7067069292541674,100.0,173.57142857142824,[0.20491189]
-6.56875903480282e-17,-0.31985291757835727,4.2519167980369256e-17,-0.31985291757835727,-1.1837076988364484e-17,0.1390890303313078,4.2519167980369256e-17,0.1390890303313078,-6.089751976963163e-17,0.34878596193352013,-2.7344168189886172e-17,-0.3487859619335201,0.7051931158729356,0.07352100822785317,0.7051931158729358,100.0,160.7142857142859,[0.23735705]
1.7244796712709504e-17,-0.2541335841048677,-4.715898078690527e-17,-0.2541335841048677,-3.4270438539567984e-17,0.20375276352295627,-4.715898078690527e-17,0.20375276352295627,6.349170044566328e-17,0.32572851765423844,1.16317757546498e-17,-0.32572851765423855,0.7024514946592559,0.1145591345199266,0.7024514946592558,100.0,147.85714285714297,[0.33533619]
5.104619902954155e-17,-0.1678365431997286,-6.084674142657368e-17,-0.1678365431997286,-3.476308766686502e-17,0.2331071815319921,-6.084674142657368e-17,0.2331071815319921,1.0516524664890327e-16,0.28724216841373335,-5.81500995410493e-18,-0.28724216841373323,0.697919332223909,0.1606773519083064,0.697919332223909,100.0,135.00000000000009,[0.37718161]
1.975090167865835e-16,-0.07792979310269259,3.114844373743602e-17,-0.07792979310269259,-2.7407032000989005e-17,0.22122622669150838,3.114844373743602e-17,0.22122622669150838,1.4145915425523315e-16,0.2345508389010603,2.3948229432798224e-16,-0.23455083890106024,0.6897055059475949,0.22048272070877648,0.6897055059475948,100.0,122.14285714285697,[0.52211475]
3.0580388473946887e-16,-0.0021459199757809556,7.014061214961903e-17,-0.0021459199757809556,-2.3735065308140082e-17,0.17025267161765578,7.014061214961903e-17,0.17025267161765578,1.0439488941532472e-16,0.17026619501677895,3.3306690738754696e-16,-0.1702661950167789,0.6703167056933955,0.3183567623542921,0.6703167056933955,100.0,109.2857142857147,[0.32112958]
1.5309537317930598e-16,0.04421131130888785,4.877832580232073e-17,0.04421131130888785,-5.350396960925102e-18,0.09013091929357467,4.877832580232073e-17,0.09013091929357467,1.9437757258332645e-17,0.10039035143058454,8.519166519696261e-17,-0.10039035143058447,0.5959855913411644,0.53814714514475,0.5959855913411648,100.0,96.42857142857113,[0.42044001]
-4.635215708922717e-17,0.05124075105424263,1.0207799291551064e-16,0.05124075105424263,5.0156988763238625e-18,-0.003299133229281592,1.0207799291551064e-16,-0.003299133229281592,-9.96508237274662e-17,0.0513468484784355,-8.634106939888988e-17,-0.05134684847843556,0.03385996018949789,0.9988528451137992,0.033859960189495046,100.0,83.57142857142887,[0.31800644]
-4.1041890407979165e-17,0.01670873248319305,9.995396551793339e-19,0.01670873248319305,-1.0775712962398839e-17,-0.09149788565024924,9.995396551793339e-19,-0.09149788565024924,-7.960254358755982e-17,0.0930109930043809,-3.985651536771921e-17,-0.09301099300438097,0.6146143968590956,0.49446767978004297,0.6146143968590962,100.0,70.71428571428521,[0.42924927]
-8.495979019849293e-17,-0.0532805755230989,-3.3050660327311696e-17,-0.0532805755230989,-1.6957406043767755e-17,-0.15694488043249313,-3.3050660327311696e-17,-0.15694488043249313,-7.962834397125081e-17,0.16574231572547243,-6.641313317427877e-17,-0.16574231572547263,0.6878814918524274,0.23159902058030682,0.6878814918524275,100.0,57.85714285714325,[0.30861047]
-1.4301460453141257e-16,-0.14531685242815084,1.0494470551174318e-16,-0.14531685242815084,-5.110697364350704e-18,-0.1865748233132532,1.0494470551174318e-16,-0.1865748233132532,-1.3167484837964967e-16,0.23648922236329623,-2.292843825861281e-16,-0.2364892223632964,0.7017057107819265,0.12336203189013549,0.7017057107819263,100.0,44.99999999999968,[0.27531203]
-1.715797583561594e-18,-0.24120241998848801,-1.7744152413617966e-17,-0.24120241998848801,-1.7410299009669114e-17,-0.1743400245574801,-1.7744152413617966e-17,-0.1743400245574801,2.842732568236078e-17,0.2976122503711932,4.528876061691447e-17,-0.2976122503711933,0.705619829220998,0.06481753790649199,0.7056198292209981,100.0,32.142857142857316,[0.16816305]
2.971227466334555e-17,-0.32181416446296135,4.60664451833386e-17,-0.32181416446296135,-2.720966288112352e-17,-0.12248250497469697,4.60664451833386e-17,-0.12248250497469697,8.074341569701619e-19,0.3443346053969461,-2.4674771206577083e-17,-0.3443346053969462,0.7068476786673494,0.027068770292693785,0.7068476786673494,100.0,19.285714285714285,[0.17170014]
1.2953674862360017e-17,-0.37133073662062366,1.597177203656305e-16,-0.37133073662062366,-3.263596769947138e-17,-0.04120892325968701,1.597177203656305e-16,-0.04120892325968701,-6.77419893522547e-17,0.37361034690628914,-1.020078060141392e-16,-0.373610346906289,0.7071057884744064,0.0016756527014381618,0.7071057884744064,100.0,6.428571428571361,[0.26609099]
1.3023131564034868e-18,-0.38025024670742413,7.183884949010734e-17,-0.38025024670742413,-2.225219079908091e-17,0.053166640095296175,7.183884949010734e-17,0.053166640095296175,-4.575460222830917e-17,0.38394913952251475,-2.5301688593007608e-17,-0.38394913952251486,0.7068543777549667,0.02671661088680195,0.7068543777549666,100.0,6.4285714285713045,[0.29766851]
-6.65047918536714e-18,-0.3463800286300586,6.386435192906332e-17,-0.3463800286300586,-2.536037819903057e-17,0.14111966907360557,6.386435192906332e-17,0.14111966907360557,-4.143092254904959e-17,0.3740239099752902,1.1164245035345665e-17,-0.3740239099752905,0.7062131175981644,0.050259974776778155,0.7062131175981645,100.0,19.285714285714267,[0.29421298]
1.0279591847878189e-17,-0.2758474268074337,8.613743400169487e-17,-0.2758474268074337,-1.859703187344179e-17,0.20393962478488456,8.613743400169487e-17,0.20393962478488456,-1.3873976159551814e-17,0.34304981188404965,8.186551436470129e-17,-0.3430498118840497,0.7050853301868075,0.07556026939285526,0.7050853301868079,100.0,32.142857142857096,[0.17056853]
-6.622696504697198e-17,-0.1830013506757421,3.620267785657143e-17,-0.1830013506757421,5.88645546694376e-18,0.2287035118455694,3.620267785657143e-17,0.2287035118455694,-5.309964843042484e-17,0.2929074780193269,-3.5081416192678235e-17,-0.2929074780193266,0.702789948049988,0.11032940605201255,0.702789948049988,100.0,45.00000000000003,[0.19691631]
-1.916310399209184e-16,-0.08736561828915362,-6.038757429572611e-17,-0.08736561828915362,1.111307226797642e-18,0.21167931548989619,-6.038757429572611e-17,0.21167931548989619,-1.7423213615136782e-16,0.22899974643068297,-1.9935092473485863e-16,-0.22899974643068305,0.6969650794767486,0.16875827677461863,0.6969650794767487,100.0,57.85714285714292,[0.3785652]
6.633115009948427e-18,-0.008059298887458884,-3.1254023519858637e-17,-0.008059298887458884,-2.505650512920309e-17,0.15730291057116755,-3.1254023519858637e-17,0.15730291057116755,-2.832097010792116e-17,0.15750923138888764,-1.3877787807814457e-17,-0.15750923138888762,0.6785017520617438,0.28155060805881393,0.6785017520617436,100.0,70.71428571428564,[0.36658596]
-8.47371760433202e-17,0.040065380327663075,7.515486436459972e-17,0.040065380327663075,-2.6862379372749257e-17,0.07524936959250113,7.515486436459972e-17,0.07524936959250113,-7.619400173731333e-17,0.08525082008326437,-1.5015786162325787e-16,-0.08525082008326447,0.5830179754757246,0.5658445727798183,0.5830179754757249,100.0,83.57142857142857,[0.3944659]
