stress_11,stress_12,stress_13,stress_21,stress_22,stress_23,stress_31,stress_32,stress_33,e1,e2,e3,anev1,anev2,anev3,temp,miss,velo
-1.0370753768826433e-17,0.2932031354264061,-4.455114956281496e-18,0.2932031354264061,-2.6979587556825568e-18,-0.0437698502132412,-4.455114956281496e-18,-0.0437698502132412,-1.7064643392740355e-17,0.29645215197661334,-1.8301055047314263e-17,-0.2964521519766133,0.13244047155870006,0.982302928320291,0.13244047155870015,300.0,109.28571428571416,[1.09205178]
-9.41355359886987e-18,0.409877771855916,-4.853609216378917e-18,0.409877771855916,1.7602932830720463e-18,-0.027505284047732642,-4.853609216378917e-18,-0.027505284047732642,-1.3076309351254678e-17,0.41079962087630595,-1.371287074198488e-17,-0.410799620876306,0.18833064086738902,0.963879214124341,0.1883306408673891,300.0,109.28571428571416,[1.38798672]
-9.300686458648235e-18,0.4334180054548953,-5.6753722095100284e-18,0.4334180054548953,2.4266435147651637e-18,-0.01919310471406084,-5.6753722095100284e-18,-0.01919310471406084,-1.1609036528373415e-17,0.4338427626699153,-1.212017356431142e-17,-0.43384276266991545,0.2037871254818403,0.9575706840623815,0.2037871254818403,300.0,109.28571428571416,[1.41829536]
-9.346267419122357e-18,0.4429793316963998,-6.61507254642742e-18,0.4429793316963998,2.5742390058242255e-18,-0.015608339216046515,-6.61507254642742e-18,-0.015608339216046515,-1.0688735231181618e-17,0.4432542256575475,-1.1149934533742305e-17,-0.4432542256575475,0.2098956029405233,0.9549280976767143,0.20989560294052334,300.0,109.28571428571416,[1.42133959]
-9.424406208506566e-18,0.4478501056632119,-7.600260579204867e-18,0.4478501056632119,2.5764095277515647e-18,-0.013891837888508353,-7.600260579204867e-18,-0.013891837888508353,-9.978974560941717e-18,0.4480655089409033,-1.04510284539029e-17,-0.44806550894090325,0.2127373837687912,0.9536695502606866,0.2127373837687912,300.0,109.28571428571416,[1.41984187]
-9.506886041745453e-18,0.45049202738925354,-8.609392181993274e-18,0.45049202738925354,2.476565519093964e-18,-0.013118582995255836,-8.609392181993274e-18,-0.013118582995255836,-9.360375811650061e-18,0.45068299719546034,-9.860754665205398e-18,-0.4506829971954604,0.21401600805718085,0.9530972125604698,0.21401600805718088,300.0,109.28571428571416,[1.41921944]
-9.611071094257732e-18,0.45181186222609077,-9.63496379266102e-18,0.45181186222609077,2.339822637671598e-18,-0.012927386055864848,-9.63496379266102e-18,-0.012927386055864848,-8.807977981142249e-18,0.45199676565042524,-9.359799804210145e-18,-0.4519967656504251,0.21435822289228923,0.9529433900064156,0.21435822289228926,300.0,109.28571428571416,[1.41921944]
-9.74347293182542e-18,0.45218705038941104,-1.0665817571925377e-17,0.45218705038941104,2.1705219273391446e-18,-0.013169028657859624,-1.0665817571925377e-17,-0.013169028657859624,-8.284882196653515e-18,0.45237877034147744,-8.908433192688724e-18,-0.4523787703414775,0.2140143913959051,0.9530979385933435,0.21401439139590514,300.0,109.28571428571416,[1.41921944]
-9.854169550119717e-18,0.4517525220201568,-1.1710215916732406e-17,0.4517525220201568,1.9795159977333e-18,-0.013798821094675406,-1.1710215916732406e-17,-0.013798821094675406,-7.797600023965877e-18,0.4519632159979118,-8.51465678248035e-18,-0.4519632159979117,0.21305660040211044,0.9535270158994923,0.2130566004021105,300.0,109.28571428571416,[1.41984187]
-9.982230343832726e-18,0.45048458194525354,-1.276057895753898e-17,0.45048458194525354,1.7602932830720463e-18,-0.01484638526437451,-1.276057895753898e-17,-0.01484638526437451,-7.348301985006674e-18,0.4507291578385052,-8.19445462982873e-18,-0.45072915783850526,0.211431754063278,0.9542500860610132,0.21143175406327808,300.0,109.28571428571416,[1.42133959]
