Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[1.09616746]
96.42857142857144,[1.09249384]
122.14285714285737,[1.10083116]
134.99999999999974,[1.07866975]
147.85714285714317,[1.06348766]
160.7142857142859,[0.4745866]
173.57142857142824,[0.37049096]
173.57142857142824,[0.44330151]
160.7142857142859,[0.51940651]
147.85714285714297,[1.05092928]
135.00000000000009,[1.08811653]
122.14285714285697,[1.08818177]
109.2857142857147,[1.05804669]
96.42857142857113,[1.09887584]
83.57142857142887,[1.08787987]
70.71428571428521,[1.03508617]
57.85714285714325,[0.92695941]
44.99999999999968,[0.84163516]
32.142857142857316,[0.45373197]
19.285714285714285,[0.39669723]
6.428571428571361,[0.27762064]
6.4285714285713045,[0.3131295]
19.285714285714267,[0.42422239]
32.142857142857096,[0.78626061]
45.00000000000003,[0.86556561]
57.85714285714292,[0.91298276]
70.71428571428564,[0.99340847]
83.57142857142857,[1.07912138]
