Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[0.37466849]
96.42857142857144,[0.39931687]
122.14285714285737,[0.40294209]
134.99999999999974,[0.64634658]
147.85714285714317,[0.716969]
160.7142857142859,[0.55538777]
173.57142857142824,[0.21068538]
173.57142857142824,[0.23050078]
160.7142857142859,[0.55285645]
147.85714285714297,[0.71974694]
135.00000000000009,[0.72219448]
122.14285714285697,[0.73048634]
109.2857142857147,[0.66594289]
96.42857142857113,[0.38980828]
83.57142857142887,[0.38818197]
70.71428571428521,[0.373097]
57.85714285714325,[0.36851354]
44.99999999999968,[0.62360547]
32.142857142857316,[0.60951848]
19.285714285714285,[0.33364872]
6.428571428571361,[0.19208451]
6.4285714285713045,[0.18696062]
19.285714285714267,[0.46202932]
32.142857142857096,[0.60347388]
45.00000000000003,[0.68739035]
57.85714285714292,[0.68527292]
70.71428571428564,[0.65709337]
83.57142857142857,[0.36936825]
