Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[0.39370127]
96.42857142857144,[0.32838416]
122.14285714285737,[0.41410735]
134.99999999999974,[0.51995863]
147.85714285714317,[0.3444941]
160.7142857142859,[0.23572516]
173.57142857142824,[0.21857334]
173.57142857142824,[0.23865293]
160.7142857142859,[0.24947347]
147.85714285714297,[0.34095148]
135.00000000000009,[0.40643458]
122.14285714285697,[0.63071027]
109.2857142857147,[0.40561747]
96.42857142857113,[0.41301668]
83.57142857142887,[0.31800644]
70.71428571428521,[0.4166833]
57.85714285714325,[0.34644405]
44.99999999999968,[0.30211975]
32.142857142857316,[0.17056853]
19.285714285714285,[0.17170014]
6.428571428571361,[0.2578024]
6.4285714285713045,[0.30466315]
19.285714285714267,[0.27519655]
32.142857142857096,[0.18518177]
45.00000000000003,[0.27531203]
57.85714285714292,[0.50490971]
70.71428571428564,[0.37093933]
83.57142857142857,[0.39470171]
