Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[1.53758465]
96.42857142857144,[1.57352565]
122.14285714285737,[1.52808978]
134.99999999999974,[1.41146827]
147.85714285714317,[1.08583452]
160.7142857142859,[0.80139111]
173.57142857142824,[0.40387712]
173.57142857142824,[0.50862807]
160.7142857142859,[1.08083763]
147.85714285714297,[1.08727816]
135.00000000000009,[1.3783617]
122.14285714285697,[1.55065595]
109.2857142857147,[1.5815373]
96.42857142857113,[1.60965482]
83.57142857142887,[1.56943156]
70.71428571428521,[1.49999893]
57.85714285714325,[1.45951873]
44.99999999999968,[1.31530346]
32.142857142857316,[0.86275018]
19.285714285714285,[0.70966862]
6.428571428571361,[0.43363838]
6.4285714285713045,[0.43208772]
19.285714285714267,[0.85568458]
32.142857142857096,[0.86971521]
45.00000000000003,[1.33512462]
57.85714285714292,[1.50365138]
70.71428571428564,[1.55538139]
83.57142857142857,[1.61937924]
