Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[0.3555489]
96.42857142857144,[0.21889514]
122.14285714285737,[0.30312427]
134.99999999999974,[0.482428]
147.85714285714317,[0.30957917]
160.7142857142859,[0.21068538]
173.57142857142824,[0.20308071]
173.57142857142824,[0.21774188]
160.7142857142859,[0.21774333]
147.85714285714297,[0.30957917]
135.00000000000009,[0.36890394]
122.14285714285697,[0.58244037]
109.2857142857147,[0.3780206]
96.42857142857113,[0.33259743]
83.57142857142887,[0.21356176]
70.71428571428521,[0.33017706]
57.85714285714325,[0.27589043]
44.99999999999968,[0.31143042]
32.142857142857316,[0.18623795]
19.285714285714285,[0.1944755]
6.428571428571361,[0.27095477]
6.4285714285713045,[0.31557109]
19.285714285714267,[0.28326627]
32.142857142857096,[0.19188577]
45.00000000000003,[0.28804596]
57.85714285714292,[0.48241769]
70.71428571428564,[0.28552939]
83.57142857142857,[0.29349335]
