Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571416,[0.44848767]
109.28571428571416,[0.27821562]
109.28571428571416,[0.29190515]
109.28571428571416,[0.26925586]
109.28571428571416,[0.27568399]
109.28571428571416,[0.27568399]
109.28571428571416,[0.27568399]
109.28571428571416,[0.27568399]
109.28571428571416,[0.27568399]
109.28571428571416,[0.27568399]
109.28571428571416,[0.26263385]
109.28571428571416,[0.27568399]
109.28571428571416,[0.2833216]
109.28571428571416,[0.27208819]
109.28571428571416,[0.21129658]
109.28571428571416,[0.4700816]
96.42857142857144,[0.443405]
96.42857142857144,[0.28499045]
96.42857142857144,[0.27613621]
96.42857142857144,[0.2826664]
96.42857142857144,[0.27662814]
96.42857142857144,[0.27487792]
96.42857142857144,[0.29099996]
96.42857142857144,[0.2826664]
96.42857142857144,[0.2826664]
96.42857142857144,[0.2826664]
96.42857142857144,[0.2826664]
96.42857142857144,[0.2826664]
96.42857142857144,[0.2826664]
96.42857142857144,[0.2826664]
96.42857142857144,[0.28669162]
96.42857142857144,[0.4366423]
122.14285714285735,[0.48514362]
122.14285714285735,[0.28046335]
122.14285714285735,[0.29746433]
122.14285714285735,[0.29400692]
122.14285714285735,[0.28493196]
122.14285714285735,[0.29149818]
122.14285714285735,[0.29010382]
122.14285714285735,[0.29010382]
122.14285714285735,[0.29149818]
122.14285714285735,[0.29149818]
122.14285714285735,[0.28485695]
122.14285714285735,[0.29108778]
122.14285714285735,[0.29546568]
122.14285714285735,[0.31298554]
122.14285714285735,[0.1279786]
122.14285714285735,[0.75089443]
135.00000000000023,[0.66355913]
135.00000000000023,[0.20990003]
135.00000000000023,[0.31038288]
135.00000000000023,[0.28145729]
135.00000000000023,[0.29288725]
135.00000000000023,[0.29288725]
135.00000000000023,[0.29285971]
135.00000000000023,[0.3004706]
135.00000000000023,[0.29539599]
135.00000000000023,[0.29288725]
135.00000000000023,[0.28621107]
135.00000000000023,[0.303142]
135.00000000000023,[0.29400382]
135.00000000000023,[0.27627678]
135.00000000000023,[0.17317933]
135.00000000000023,[0.76311854]
147.8571428571427,[0.34386095]
147.8571428571427,[0.2231174]
147.8571428571427,[0.30845611]
147.8571428571427,[0.30288163]
147.8571428571427,[0.30347876]
147.8571428571427,[0.30388916]
147.8571428571427,[0.31187146]
147.8571428571427,[0.30345681]
147.8571428571427,[0.30851617]
147.8571428571427,[0.30801023]
147.8571428571427,[0.29673978]
147.8571428571427,[0.31259692]
147.8571428571427,[0.32102605]
147.8571428571427,[0.21825055]
147.8571428571427,[0.17875234]
147.8571428571427,[0.62175641]
160.7142857142859,[0.23572535]
160.7142857142859,[0.21297708]
160.7142857142859,[0.28954568]
160.7142857142859,[0.31575204]
160.7142857142859,[0.31616142]
160.7142857142859,[0.30171899]
160.7142857142859,[0.30746428]
160.7142857142859,[0.30755891]
160.7142857142859,[0.30755891]
160.7142857142859,[0.31042675]
160.7142857142859,[0.29818615]
160.7142857142859,[0.30007716]
160.7142857142859,[0.28768412]
160.7142857142859,[0.12095348]
160.7142857142859,[0.17942655]
160.7142857142859,[0.38531174]
173.57142857142813,[0.24870408]
173.57142857142813,[0.21090884]
173.57142857142813,[0.18071772]
173.57142857142813,[0.28954568]
173.57142857142813,[0.31321731]
173.57142857142813,[0.30032463]
173.57142857142813,[0.30081493]
173.57142857142813,[0.28908648]
173.57142857142813,[0.29550581]
173.57142857142813,[0.31575204]
173.57142857142813,[0.30171899]
173.57142857142813,[0.21557579]
173.57142857142813,[0.09504747]
173.57142857142813,[0.09453241]
173.57142857142813,[0.20202922]
173.57142857142813,[0.26333921]
173.57142857142813,[0.26333921]
173.57142857142813,[0.20171939]
173.57142857142813,[0.09504747]
173.57142857142813,[0.11566625]
173.57142857142813,[0.28720989]
173.57142857142813,[0.30171899]
173.57142857142813,[0.30081493]
173.57142857142813,[0.31575204]
173.57142857142813,[0.31321731]
173.57142857142813,[0.2967288]
173.57142857142813,[0.29643593]
173.57142857142813,[0.31321731]
173.57142857142813,[0.28954568]
173.57142857142813,[0.18211364]
173.57142857142813,[0.21010734]
173.57142857142813,[0.24870408]
160.7142857142859,[0.38381355]
160.7142857142859,[0.17942655]
160.7142857142859,[0.12288014]
160.7142857142859,[0.28768412]
160.7142857142859,[0.29346717]
160.7142857142859,[0.30171899]
160.7142857142859,[0.30422773]
160.7142857142859,[0.30490683]
160.7142857142859,[0.30490683]
160.7142857142859,[0.30930235]
160.7142857142859,[0.29919233]
160.7142857142859,[0.30755891]
160.7142857142859,[0.31575204]
160.7142857142859,[0.28720989]
160.7142857142859,[0.20713835]
160.7142857142859,[0.24544724]
147.85714285714295,[0.62175641]
