Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571416,[0.34472446]
109.28571428571416,[0.20477324]
109.28571428571416,[0.22438237]
109.28571428571416,[0.19819624]
109.28571428571416,[0.2111718]
109.28571428571416,[0.2111718]
109.28571428571416,[0.2111718]
109.28571428571416,[0.2111718]
109.28571428571416,[0.2111718]
109.28571428571416,[0.2111718]
109.28571428571416,[0.19157424]
109.28571428571416,[0.2111718]
109.28571428571416,[0.22307783]
109.28571428571416,[0.19719349]
109.28571428571416,[0.15808438]
109.28571428571416,[0.3541047]
96.42857142857144,[0.32608486]
96.42857142857144,[0.19558533]
96.42857142857144,[0.20174088]
96.42857142857144,[0.20235669]
96.42857142857144,[0.19702526]
96.42857142857144,[0.19434963]
96.42857142857144,[0.21139707]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20235669]
96.42857142857144,[0.20708874]
96.42857142857144,[0.32259437]
122.14285714285735,[0.3446147]
122.14285714285735,[0.18952549]
122.14285714285735,[0.19846692]
122.14285714285735,[0.2009625]
122.14285714285735,[0.19096213]
122.14285714285735,[0.19845376]
122.14285714285735,[0.1970594]
122.14285714285735,[0.1970594]
122.14285714285735,[0.19845376]
122.14285714285735,[0.19845376]
122.14285714285735,[0.19147069]
122.14285714285735,[0.19804336]
122.14285714285735,[0.19868068]
122.14285714285735,[0.20264442]
122.14285714285735,[0.09321909]
122.14285714285735,[0.5436407]
135.00000000000023,[0.47408145]
135.00000000000023,[0.13979345]
135.00000000000023,[0.19759799]
135.00000000000023,[0.18222852]
135.00000000000023,[0.19739906]
135.00000000000023,[0.19739906]
135.00000000000023,[0.19737152]
135.00000000000023,[0.20498241]
135.00000000000023,[0.1999078]
135.00000000000023,[0.19739906]
135.00000000000023,[0.19038104]
135.00000000000023,[0.20765381]
135.00000000000023,[0.1826061]
135.00000000000023,[0.18102085]
135.00000000000023,[0.10867098]
135.00000000000023,[0.59112604]
147.8571428571427,[0.3053001]
147.8571428571427,[0.14363019]
147.8571428571427,[0.1997947]
147.8571428571427,[0.18696341]
147.8571428571427,[0.19351353]
147.8571428571427,[0.19392393]
147.8571428571427,[0.20190623]
147.8571428571427,[0.19964386]
147.8571428571427,[0.20582996]
147.8571428571427,[0.19804499]
147.8571428571427,[0.18584914]
147.8571428571427,[0.1988911]
147.8571428571427,[0.19376411]
147.8571428571427,[0.13674693]
147.8571428571427,[0.12759242]
147.8571428571427,[0.50281235]
160.7142857142859,[0.19674886]
160.7142857142859,[0.15119453]
160.7142857142859,[0.18163935]
160.7142857142859,[0.18849011]
160.7142857142859,[0.20360801]
160.7142857142859,[0.19175376]
160.7142857142859,[0.19375846]
160.7142857142859,[0.19385309]
160.7142857142859,[0.19385309]
160.7142857142859,[0.19672093]
160.7142857142859,[0.18822092]
160.7142857142859,[0.17695404]
160.7142857142859,[0.17977779]
160.7142857142859,[0.08313665]
160.7142857142859,[0.12465286]
160.7142857142859,[0.34819425]
173.57142857142813,[0.21116798]
173.57142857142813,[0.14841625]
173.57142857142813,[0.11138552]
173.57142857142813,[0.18163935]
173.57142857142813,[0.18595538]
173.57142857142813,[0.1903594]
173.57142857142813,[0.17355299]
173.57142857142813,[0.17444952]
173.57142857142813,[0.18086885]
173.57142857142813,[0.18849011]
173.57142857142813,[0.19175376]
173.57142857142813,[0.13371435]
173.57142857142813,[0.06494954]
173.57142857142813,[0.06443448]
173.57142857142813,[0.13907264]
173.57142857142813,[0.22622171]
173.57142857142813,[0.22622171]
173.57142857142813,[0.13876281]
173.57142857142813,[0.06494954]
173.57142857142813,[0.07738543]
173.57142857142813,[0.17930355]
173.57142857142813,[0.19175376]
173.57142857142813,[0.17355299]
173.57142857142813,[0.18849011]
173.57142857142813,[0.18595538]
173.57142857142813,[0.17360568]
173.57142857142813,[0.18554528]
173.57142857142813,[0.18595538]
173.57142857142813,[0.18163935]
173.57142857142813,[0.11278143]
173.57142857142813,[0.14761475]
173.57142857142813,[0.21116798]
160.7142857142859,[0.34669605]
160.7142857142859,[0.12465286]
160.7142857142859,[0.08506331]
160.7142857142859,[0.17977779]
160.7142857142859,[0.16620524]
160.7142857142859,[0.19175376]
160.7142857142859,[0.1942625]
160.7142857142859,[0.19588407]
160.7142857142859,[0.19588407]
160.7142857142859,[0.19933711]
160.7142857142859,[0.1892271]
160.7142857142859,[0.19385309]
160.7142857142859,[0.18849011]
160.7142857142859,[0.17930355]
160.7142857142859,[0.14535579]
160.7142857142859,[0.20791114]
147.85714285714295,[0.50281235]
147.85714285714295,[0.13057547]
147.85714285714295,[0.13810752]
147.85714285714295,[0.19492139]
147.85714285714295,[0.18558233]
147.85714285714295,[0.19252957]
147.85714285714295,[0.19139726]
147.85714285714295,[0.19392393]
147.85714285714295,[0.19356147]
147.85714285714295,[0.19392393]
147.85714285714295,[0.19392393]
147.85714285714295,[0.1959858]
147.85714285714295,[0.16785518]
147.85714285714295,[0.1796931]
147.85714285714295,[0.12818234]
147.85714285714295,[0.3053001]
134.9999999999996,[0.5478352]
134.9999999999996,[0.13298418]
134.9999999999996,[0.18668759]
134.9999999999996,[0.17755664]
134.9999999999996,[0.20136974]
134.9999999999996,[0.19698866]
134.9999999999996,[0.1948724]
134.9999999999996,[0.1948724]
134.9999999999996,[0.1948724]
134.9999999999996,[0.19119058]
134.9999999999996,[0.19739906]
134.9999999999996,[0.20498241]
134.9999999999996,[0.18978165]
134.9999999999996,[0.19875527]
134.9999999999996,[0.19572036]
134.9999999999996,[0.4966509]
122.14285714285755,[0.54550226]
122.14285714285755,[0.09611465]
122.14285714285755,[0.18950531]
122.14285714285755,[0.20008094]
122.14285714285755,[0.20258407]
122.14285714285755,[0.19804336]
122.14285714285755,[0.19845376]
122.14285714285755,[0.19492092]
122.14285714285755,[0.19096213]
122.14285714285755,[0.19224528]
122.14285714285755,[0.19845376]
122.14285714285755,[0.19804336]
122.14285714285755,[0.20342093]
122.14285714285755,[0.18314016]
122.14285714285755,[0.18585876]
122.14285714285755,[0.3446147]
109.28571428571402,[0.35305553]
109.28571428571402,[0.14552379]
109.28571428571402,[0.19567524]
109.28571428571402,[0.20876475]
109.28571428571402,[0.22307783]
109.28571428571402,[0.21076141]
109.28571428571402,[0.2111718]
109.28571428571402,[0.2111718]
109.28571428571402,[0.21093535]
109.28571428571402,[0.21093535]
109.28571428571402,[0.2111718]
109.28571428571402,[0.2111718]
109.28571428571402,[0.21875516]
109.28571428571402,[0.21676268]
109.28571428571402,[0.20257715]
109.28571428571402,[0.34472446]
96.42857142857196,[0.32280186]
96.42857142857196,[0.1973134]
96.42857142857196,[0.19360318]
96.42857142857196,[0.20061693]
96.42857142857196,[0.20994004]
96.42857142857196,[0.20194629]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.20235669]
96.42857142857196,[0.1986687]
96.42857142857196,[0.32746795]
83.57142857142804,[0.32068677]
83.57142857142804,[0.19760763]
83.57142857142804,[0.20052676]
83.57142857142804,[0.1987338]
83.57142857142804,[0.19760763]
83.57142857142804,[0.19760763]
83.57142857142804,[0.19662367]
83.57142857142804,[0.19801802]
83.57142857142804,[0.19801802]
83.57142857142804,[0.19801802]
83.57142857142804,[0.20705841]
83.57142857142804,[0.18338896]
83.57142857142804,[0.19801802]
83.57142857142804,[0.20827277]
83.57142857142804,[0.19621719]
83.57142857142804,[0.32389636]
70.71428571428592,[0.32777286]
70.71428571428592,[0.19083048]
70.71428571428592,[0.19442976]
70.71428571428592,[0.18189783]
70.71428571428592,[0.18722926]
70.71428571428592,[0.1858349]
70.71428571428592,[0.18681886]
70.71428571428592,[0.1858349]
70.71428571428592,[0.18722926]
70.71428571428592,[0.18722926]
70.71428571428592,[0.18290401]
70.71428571428592,[0.19196131]
70.71428571428592,[0.19442976]
70.71428571428592,[0.17958689]
70.71428571428592,[0.14638652]
70.71428571428592,[0.33791029]
