Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571416,[0.39503203]
109.28571428571416,[0.26229699]
109.28571428571416,[0.30288387]
109.28571428571416,[0.31487292]
109.28571428571416,[0.28666271]
109.28571428571416,[0.28666271]
109.28571428571416,[0.28666271]
109.28571428571416,[0.28666271]
109.28571428571416,[0.28666271]
109.28571428571416,[0.28666271]
109.28571428571416,[0.30825092]
109.28571428571416,[0.28666271]
109.28571428571416,[0.29430031]
109.28571428571416,[0.25512039]
109.28571428571416,[0.19624887]
109.28571428571416,[0.41662596]
96.42857142857144,[0.42800764]
96.42857142857144,[0.30748715]
96.42857142857144,[0.29644432]
96.42857142857144,[0.32587542]
96.42857142857144,[0.33322276]
96.42857142857144,[0.33147254]
96.42857142857144,[0.3394651]
96.42857142857144,[0.32587542]
96.42857142857144,[0.32587542]
96.42857142857144,[0.32587542]
96.42857142857144,[0.32587542]
96.42857142857144,[0.32587542]
96.42857142857144,[0.32587542]
96.42857142857144,[0.32587542]
96.42857142857144,[0.33515676]
96.42857142857144,[0.44370346]
122.14285714285735,[0.51046717]
122.14285714285735,[0.33948935]
122.14285714285735,[0.37702988]
122.14285714285735,[0.3715182]
122.14285714285735,[0.36244325]
122.14285714285735,[0.36900946]
122.14285714285735,[0.3676151]
122.14285714285735,[0.3676151]
122.14285714285735,[0.36900946]
122.14285714285735,[0.36900946]
122.14285714285735,[0.36236823]
122.14285714285735,[0.36859906]
122.14285714285735,[0.37331695]
122.14285714285735,[0.38876398]
122.14285714285735,[0.1708244]
122.14285714285735,[0.76892434]
135.00000000000023,[0.67577998]
135.00000000000023,[0.26892604]
135.00000000000023,[0.38869605]
135.00000000000023,[0.35993673]
135.00000000000023,[0.37136669]
135.00000000000023,[0.37136669]
135.00000000000023,[0.37133914]
135.00000000000023,[0.37895004]
135.00000000000023,[0.37387543]
135.00000000000023,[0.37136669]
135.00000000000023,[0.36469051]
135.00000000000023,[0.38162143]
135.00000000000023,[0.37428436]
135.00000000000023,[0.33438546]
135.00000000000023,[0.18659389]
135.00000000000023,[0.76656535]
147.8571428571427,[0.34629527]
147.8571428571427,[0.22530287]
147.8571428571427,[0.37175952]
147.8571428571427,[0.38215027]
147.8571428571427,[0.38069313]
147.8571428571427,[0.38110353]
147.8571428571427,[0.38908583]
147.8571428571427,[0.38067118]
147.8571428571427,[0.38573054]
147.8571428571427,[0.3852246]
147.8571428571427,[0.37395415]
147.8571428571427,[0.392231]
147.8571428571427,[0.39807416]
147.8571428571427,[0.27601149]
147.8571428571427,[0.17134528]
147.8571428571427,[0.62544544]
160.7142857142859,[0.23246467]
160.7142857142859,[0.21373929]
160.7142857142859,[0.34730662]
160.7142857142859,[0.39041391]
160.7142857142859,[0.39569081]
160.7142857142859,[0.37882868]
160.7142857142859,[0.38639377]
160.7142857142859,[0.38500858]
160.7142857142859,[0.38500858]
160.7142857142859,[0.38995615]
160.7142857142859,[0.37529584]
160.7142857142859,[0.37924112]
160.7142857142859,[0.34906347]
160.7142857142859,[0.16253422]
160.7142857142859,[0.17201949]
160.7142857142859,[0.38774607]
173.57142857142813,[0.24296913]
173.57142857142813,[0.21167105]
173.57142857142813,[0.22279051]
173.57142857142813,[0.34730662]
173.57142857142813,[0.39041391]
173.57142857142813,[0.37743432]
173.57142857142813,[0.37997889]
173.57142857142813,[0.35253837]
173.57142857142813,[0.3589577]
173.57142857142813,[0.39041391]
173.57142857142813,[0.37882868]
173.57142857142813,[0.27333673]
173.57142857142813,[0.12681402]
173.57142857142813,[0.12681402]
173.57142857142813,[0.19709642]
173.57142857142813,[0.26577353]
173.57142857142813,[0.26577353]
173.57142857142813,[0.19678659]
173.57142857142813,[0.12681402]
173.57142857142813,[0.15155199]
173.57142857142813,[0.34497083]
173.57142857142813,[0.37882868]
173.57142857142813,[0.37997889]
173.57142857142813,[0.39041391]
173.57142857142813,[0.39041391]
173.57142857142813,[0.37589276]
173.57142857142813,[0.37354562]
173.57142857142813,[0.39041391]
173.57142857142813,[0.35092503]
173.57142857142813,[0.22418025]
173.57142857142813,[0.21086955]
173.57142857142813,[0.24296913]
160.7142857142859,[0.38624787]
160.7142857142859,[0.17201949]
160.7142857142859,[0.16446088]
160.7142857142859,[0.34906347]
160.7142857142859,[0.37263113]
160.7142857142859,[0.37882868]
160.7142857142859,[0.38133742]
160.7142857142859,[0.38320489]
160.7142857142859,[0.38320489]
160.7142857142859,[0.38641203]
160.7142857142859,[0.37630202]
160.7142857142859,[0.38500858]
160.7142857142859,[0.39041391]
160.7142857142859,[0.34497083]
160.7142857142859,[0.20790055]
160.7142857142859,[0.24022736]
147.85714285714295,[0.62544544]
147.85714285714295,[0.17432833]
147.85714285714295,[0.27737208]
147.85714285714295,[0.39669671]
147.85714285714295,[0.3836642]
147.85714285714295,[0.37970917]
147.85714285714295,[0.37857687]
147.85714285714295,[0.38110353]
147.85714285714295,[0.38074107]
147.85714285714295,[0.38110353]
147.85714285714295,[0.38110353]
147.85714285714295,[0.38067118]
147.85714285714295,[0.37413259]
147.85714285714295,[0.34376357]
147.85714285714295,[0.21067183]
147.85714285714295,[0.34629527]
134.9999999999996,[0.68771548]
134.9999999999996,[0.2068992]
134.9999999999996,[0.34677859]
134.9999999999996,[0.37062207]
134.9999999999996,[0.37941794]
134.9999999999996,[0.37095629]
134.9999999999996,[0.36884002]
134.9999999999996,[0.36884002]
134.9999999999996,[0.36884002]
134.9999999999996,[0.36608362]
134.9999999999996,[0.37136669]
134.9999999999996,[0.37895004]
134.9999999999996,[0.37465154]
134.9999999999996,[0.3873186]
134.9999999999996,[0.32494664]
134.9999999999996,[0.65997675]
122.14285714285755,[0.7707859]
122.14285714285755,[0.17371996]
122.14285714285755,[0.35461566]
122.14285714285755,[0.37908628]
122.14285714285755,[0.37338567]
122.14285714285755,[0.36859906]
122.14285714285755,[0.36900946]
122.14285714285755,[0.36547662]
122.14285714285755,[0.36244325]
122.14285714285755,[0.3637264]
122.14285714285755,[0.36900946]
122.14285714285755,[0.36859906]
122.14285714285755,[0.38013693]
122.14285714285755,[0.37279367]
122.14285714285755,[0.33644049]
122.14285714285755,[0.51046717]
109.28571428571402,[0.41662596]
109.28571428571402,[0.1808429]
109.28571428571402,[0.25360213]
109.28571428571402,[0.25967725]
109.28571428571402,[0.29430031]
109.28571428571402,[0.28625231]
109.28571428571402,[0.28666271]
109.28571428571402,[0.28666271]
109.28571428571402,[0.31855714]
109.28571428571402,[0.31855714]
109.28571428571402,[0.28666271]
109.28571428571402,[0.28666271]
109.28571428571402,[0.29424606]
109.28571428571402,[0.26767518]
109.28571428571402,[0.2619233]
109.28571428571402,[0.39503203]
96.42857142857196,[0.42809773]
96.42857142857196,[0.31208678]
96.42857142857196,[0.3007988]
96.42857142857196,[0.294477]
96.42857142857196,[0.33345877]
96.42857142857196,[0.32546502]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.32587542]
96.42857142857196,[0.30316211]
96.42857142857196,[0.44979964]
83.57142857142804,[0.44716629]
83.57142857142804,[0.31759604]
83.57142857142804,[0.32051518]
83.57142857142804,[0.31872221]
83.57142857142804,[0.31759604]
83.57142857142804,[0.31759604]
83.57142857142804,[0.31661208]
83.57142857142804,[0.31800644]
83.57142857142804,[0.31800644]
83.57142857142804,[0.31800644]
83.57142857142804,[0.33159612]
83.57142857142804,[0.31698156]
83.57142857142804,[0.31800644]
83.57142857142804,[0.33127177]
83.57142857142804,[0.31993183]
83.57142857142804,[0.43893235]
70.71428571428592,[0.43682735]
70.71428571428592,[0.30731807]
70.71428571428592,[0.31212733]
70.71428571428592,[0.31227417]
70.71428571428592,[0.30492683]
70.71428571428592,[0.30353247]
70.71428571428592,[0.30451643]
70.71428571428592,[0.30353247]
70.71428571428592,[0.30492683]
70.71428571428592,[0.30492683]
70.71428571428592,[0.31328035]
70.71428571428592,[0.31420817]
70.71428571428592,[0.31212733]
70.71428571428592,[0.29462903]
70.71428571428592,[0.25210993]
70.71428571428592,[0.46128025]
57.857142857142705,[0.44626623]
57.857142857142705,[0.28579476]
57.857142857142705,[0.27306468]
57.857142857142705,[0.27251262]
57.857142857142705,[0.2822605]
57.857142857142705,[0.27390698]
57.857142857142705,[0.27380871]
57.857142857142705,[0.27560168]
57.857142857142705,[0.27349658]
57.857142857142705,[0.27390698]
57.857142857142705,[0.2822605]
57.857142857142705,[0.27390698]
57.857142857142705,[0.27966306]
57.857142857142705,[0.28011945]
57.857142857142705,[0.14169116]
57.857142857142705,[0.71253163]
45.00000000000011,[0.55832869]
45.00000000000011,[0.2295973]
45.00000000000011,[0.27464506]
45.00000000000011,[0.28010357]
45.00000000000011,[0.27843826]
45.00000000000011,[0.26915692]
45.00000000000011,[0.27085162]
45.00000000000011,[0.27592623]
45.00000000000011,[0.27592623]
45.00000000000011,[0.26915692]
45.00000000000011,[0.26813204]
45.00000000000011,[0.28120927]
45.00000000000011,[0.26625968]
45.00000000000011,[0.28103721]
45.00000000000011,[0.11950333]
45.00000000000011,[0.68306475]
32.14285714285738,[0.30109739]
32.14285714285738,[0.18332255]
32.14285714285738,[0.26151139]
32.14285714285738,[0.25810521]
32.14285714285738,[0.26777177]
32.14285714285738,[0.26100245]
32.14285714285738,[0.26777177]
32.14285714285738,[0.26978783]
32.14285714285738,[0.27504711]
32.14285714285738,[0.26059205]
32.14285714285738,[0.26935597]
32.14285714285738,[0.26675853]
32.14285714285738,[0.26478836]
32.14285714285738,[0.2334811]
32.14285714285738,[0.10109998]
32.14285714285738,[0.56834231]
19.285714285714306,[0.16021724]
19.285714285714306,[0.16794601]
19.285714285714306,[0.28537748]
19.285714285714306,[0.27389156]
19.285714285714306,[0.28050877]
19.285714285714306,[0.26865293]
19.285714285714306,[0.2785382]
19.285714285714306,[0.25526301]
19.285714285714306,[0.26436619]
19.285714285714306,[0.27652214]
19.285714285714306,[0.26835847]
19.285714285714306,[0.26203321]
19.285714285714306,[0.28611844]
19.285714285714306,[0.12825879]
19.285714285714306,[0.11873641]
19.285714285714306,[0.32973233]
6.428571428571418,[0.17093195]
6.428571428571418,[0.15446792]
6.428571428571418,[0.12771685]
6.428571428571418,[0.27667724]
6.428571428571418,[0.2659595]
6.428571428571418,[0.25207112]
6.428571428571418,[0.2679381]
6.428571428571418,[0.25410115]
6.428571428571418,[0.26568138]
6.428571428571418,[0.26097847]
6.428571428571418,[0.25410115]
6.428571428571418,[0.17845598]
6.428571428571418,[0.07397881]
6.428571428571418,[0.07555059]
6.428571428571418,[0.1338403]
6.428571428571418,[0.19668003]
6.428571428571418,[0.19668003]
6.428571428571418,[0.13353047]
6.428571428571418,[0.07751137]
6.428571428571418,[0.10195174]
6.428571428571418,[0.22709186]
6.428571428571418,[0.25410115]
6.428571428571418,[0.25207112]
6.428571428571418,[0.25677704]
6.428571428571418,[0.26097847]
6.428571428571418,[0.26859008]
6.428571428571418,[0.26757685]
6.428571428571418,[0.2659595]
6.428571428571418,[0.26678832]
6.428571428571418,[0.18090366]
6.428571428571418,[0.15242264]
6.428571428571418,[0.17093195]
19.28571428571425,[0.32222074]
19.28571428571425,[0.11873641]
19.28571428571425,[0.13168205]
19.28571428571425,[0.28611844]
19.28571428571425,[0.27361343]
19.28571428571425,[0.28073966]
19.28571428571425,[0.26861798]
19.28571428571425,[0.26835847]
19.28571428571425,[0.26934243]
19.28571428571425,[0.27810634]
19.28571428571425,[0.27652214]
19.28571428571425,[0.26470909]
19.28571428571425,[0.27389156]
19.28571428571425,[0.28537748]
19.28571428571425,[0.16554359]
19.28571428571425,[0.16021724]
32.142857142857125,[0.56834231]
32.142857142857125,[0.09970065]
32.142857142857125,[0.22988701]
32.142857142857125,[0.26514119]
32.142857142857125,[0.25864942]
32.142857142857125,[0.27504711]
32.142857142857125,[0.2702838]
32.142857142857125,[0.26935597]
32.142857142857125,[0.26100245]
32.142857142857125,[0.25997757]
32.142857142857125,[0.26100245]
32.142857142857125,[0.26599384]
32.142857142857125,[0.25328284]
32.142857142857125,[0.27230217]
32.142857142857125,[0.16650309]
32.142857142857125,[0.27771293]
45.0,[0.62085494]
45.0,[0.13421985]
45.0,[0.28393847]
45.0,[0.25905148]
45.0,[0.274913]
45.0,[0.27592623]
45.0,[0.26915692]
45.0,[0.26813204]
45.0,[0.27650426]
45.0,[0.26802207]
45.0,[0.26915692]
45.0,[0.28320158]
45.0,[0.26831462]
45.0,[0.27219962]
45.0,[0.253694]
45.0,[0.56584334]
57.8571428571429,[0.71469627]
57.8571428571429,[0.13386249]
57.8571428571429,[0.27694968]
57.8571428571429,[0.26949755]
57.8571428571429,[0.2696708]
57.8571428571429,[0.27349658]
57.8571428571429,[0.27390698]
57.8571428571429,[0.2795041]
57.8571428571429,[0.27280708]
57.8571428571429,[0.2728821]
57.8571428571429,[0.27390698]
57.8571428571429,[0.27349658]
57.8571428571429,[0.28610439]
57.8571428571429,[0.26618736]
57.8571428571429,[0.24063551]
57.8571428571429,[0.44843086]
70.71428571428567,[0.46128025]
70.71428571428567,[0.21521559]
70.71428571428567,[0.30031855]
70.71428571428567,[0.31111409]
70.71428571428567,[0.31741036]
70.71428571428567,[0.30353247]
70.71428571428567,[0.30492683]
70.71428571428567,[0.31328035]
70.71428571428567,[0.31227417]
70.71428571428567,[0.31227417]
70.71428571428567,[0.31328035]
70.71428571428567,[0.30492683]
70.71428571428567,[0.30705271]
70.71428571428567,[0.31111409]
70.71428571428567,[0.31344213]
70.71428571428567,[0.43755168]
83.57142857142856,[0.43751171]
83.57142857142856,[0.32878431]
83.57142857142856,[0.31439012]
83.57142857142856,[0.32896831]
83.57142857142856,[0.32051518]
83.57142857142856,[0.31800644]
83.57142857142856,[0.31800644]
83.57142857142856,[0.31800644]
83.57142857142856,[0.32728778]
83.57142857142856,[0.32635996]
83.57142857142856,[0.32535378]
83.57142857142856,[0.32535378]
83.57142857142856,[0.32635996]
83.57142857142856,[0.31800644]
83.57142857142856,[0.31978733]
83.57142857142856,[0.44097222]
