Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571416,[0.27073427]
109.28571428571416,[0.16289282]
109.28571428571416,[0.18382339]
109.28571428571416,[0.16880338]
109.28571428571416,[0.17230866]
109.28571428571416,[0.17061282]
109.28571428571416,[0.17061282]
109.28571428571416,[0.17061282]
109.28571428571416,[0.17061282]
109.28571428571416,[0.17230866]
109.28571428571416,[0.16218138]
109.28571428571416,[0.17061282]
109.28571428571416,[0.18008595]
109.28571428571416,[0.15427358]
109.28571428571416,[0.12930727]
109.28571428571416,[0.28011451]
96.42857142857144,[0.26435728]
96.42857142857144,[0.15177855]
96.42857142857144,[0.16041443]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16929783]
96.42857142857144,[0.1666222]
96.42857142857144,[0.17672603]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16346313]
96.42857142857144,[0.16346313]
96.42857142857144,[0.17241769]
96.42857142857144,[0.27382485]
122.14285714285735,[0.27527154]
122.14285714285735,[0.15172398]
122.14285714285735,[0.16715058]
122.14285714285735,[0.16487404]
122.14285714285735,[0.1660398]
122.14285714285735,[0.1623653]
122.14285714285735,[0.16097095]
122.14285714285735,[0.16097095]
122.14285714285735,[0.1623653]
122.14285714285735,[0.1623653]
122.14285714285735,[0.16743072]
122.14285714285735,[0.16195491]
122.14285714285735,[0.16605867]
122.14285714285735,[0.16250567]
122.14285714285735,[0.07861399]
122.14285714285735,[0.47574975]
135.00000000000023,[0.44384229]
135.00000000000023,[0.11225575]
135.00000000000023,[0.15745924]
135.00000000000023,[0.14960651]
135.00000000000023,[0.16300645]
135.00000000000023,[0.1613106]
135.00000000000023,[0.16128306]
135.00000000000023,[0.16889396]
135.00000000000023,[0.16381934]
135.00000000000023,[0.1613106]
135.00000000000023,[0.16634107]
135.00000000000023,[0.17156535]
135.00000000000023,[0.14501966]
135.00000000000023,[0.14594719]
135.00000000000023,[0.09773567]
135.00000000000023,[0.54535891]
147.8571428571427,[0.29378564]
147.8571428571427,[0.12075766]
147.8571428571427,[0.16873701]
147.8571428571427,[0.15564706]
147.8571428571427,[0.15828801]
147.8571428571427,[0.15869841]
147.8571428571427,[0.16668071]
147.8571428571427,[0.16198546]
147.8571428571427,[0.16817155]
147.8571428571427,[0.16281948]
147.8571428571427,[0.16178975]
147.8571428571427,[0.16713204]
147.8571428571427,[0.15362537]
147.8571428571427,[0.10545549]
147.8571428571427,[0.12024157]
147.8571428571427,[0.49033979]
160.7142857142859,[0.19798674]
160.7142857142859,[0.13306397]
160.7142857142859,[0.14379687]
160.7142857142859,[0.14875432]
160.7142857142859,[0.17163791]
160.7142857142859,[0.1569312]
160.7142857142859,[0.16240235]
160.7142857142859,[0.16293971]
160.7142857142859,[0.16293971]
160.7142857142859,[0.16536483]
160.7142857142859,[0.16456449]
160.7142857142859,[0.14595507]
160.7142857142859,[0.14193531]
160.7142857142859,[0.06781045]
160.7142857142859,[0.11983451]
160.7142857142859,[0.33640263]
173.57142857142813,[0.21546731]
173.57142857142813,[0.12949667]
173.57142857142813,[0.09180262]
173.57142857142813,[0.14379687]
173.57142857142813,[0.14621959]
173.57142857142813,[0.15553685]
173.57142857142813,[0.13381721]
173.57142857142813,[0.13471374]
173.57142857142813,[0.14113307]
173.57142857142813,[0.14875432]
