Misorientation Angle (degrees),Predicted Velocity (A/ps)
109.28571428571418,[1.46395627]
96.42857142857144,[1.53761658]
122.14285714285737,[1.48882184]
134.99999999999974,[1.35866105]
147.85714285714317,[1.10081106]
160.7142857142859,[0.82129912]
173.57142857142824,[0.49640715]
173.57142857142824,[0.51169034]
160.7142857142859,[1.10271299]
147.85714285714297,[1.09855159]
135.00000000000009,[1.38158621]
122.14285714285697,[1.57353241]
109.2857142857147,[1.59351419]
96.42857142857113,[1.59668547]
83.57142857142887,[1.51829346]
70.71428571428521,[1.44516453]
57.85714285714325,[1.30616926]
44.99999999999968,[1.26929309]
32.142857142857316,[0.8528456]
19.285714285714285,[0.86050939]
6.428571428571361,[0.41430246]
6.4285714285713045,[0.40736123]
19.285714285714267,[0.85762953]
32.142857142857096,[0.86930411]
45.00000000000003,[1.30133934]
57.85714285714292,[1.34562829]
70.71428571428564,[1.56717133]
83.57142857142857,[1.63710342]
