stress_11,stress_12,stress_13,stress_21,stress_22,stress_23,stress_31,stress_32,stress_33,tangent_1,tangent_2,tangent_3,burgers_1,burgers_2,burgers_3,e1,e2,e3,anev1,anev2,anev3,temp,miss,velo
3.82706426228438e-17,-0.23512874692195213,1.411456494943531e-17,-0.23512874692195213,-3.057831291235387e-17,-0.10644382984654469,1.411456494943531e-17,-0.10644382984654469,5.742332810968441e-17,0.33027906195516527,0.0,0.9438833303083682,-1.0000000000000004,-1.655422708293217e-17,0.0,0.2581004001188057,4.146334051684349e-17,-0.25810040011880575,0.4880115735832965,0.723663877844894,0.4880115735832962,1000.0,109.28571428571418,[0.59510416]
-8.85572946354371e-18,-0.20137447812463855,-2.9873028943589106e-17,-0.20137447812463855,-1.4047617913738944e-17,-0.014316463914534326,-2.9873028943589106e-17,-0.014316463914534326,5.672876109293588e-17,0.11196447610330802,-0.0,0.9937122098932425,-1.0000000000000004,-1.655422708293217e-17,-0.0,0.20188274215243537,6.063587654030097e-17,-0.2018827421524354,0.12880052103264697,0.9832704874872615,0.12880052103264714,1000.0,96.42857142857144,[0.57194492]
-3.639531167762278e-17,-0.3028529766134248,7.672530480783982e-17,-0.3028529766134248,-2.2521335518070965e-17,-0.17022082096917426,7.672530480783982e-17,-0.17022082096917426,-1.5341248982433074e-17,0.5320320765153398,0.0,0.8467241992282821,-1.0000000000000004,-1.655422708293217e-17,0.0,0.3474119360860119,-8.359194800103548e-17,-0.347411936086012,0.6213076952710876,0.47744475658850744,0.6213076952710872,1000.0,122.14285714285737,[0.58766043]
1.969097492482072e-17,-0.39044762969156266,4.6799708536322967e-17,-0.39044762969156266,9.281151761302182e-18,-0.1968640503822664,4.6799708536322967e-17,-0.1968640503822664,-5.825680852978264e-18,0.7071067811865442,0.0,0.7071067811865506,-1.0000000000000004,-1.655422708293217e-17,0.0,0.4372697175253178,-3.581232575679513e-17,-0.43726971752531785,0.6715668345359669,0.3130430856969725,0.6715668345359668,1000.0,134.99999999999974,[0.81104513]
-2.73138479336358e-17,-0.47916867976205324,2.2991524830580807e-17,-0.47916867976205324,8.586584744553656e-18,-0.18012586915727452,2.2991524830580807e-17,-0.18012586915727452,-1.6222480884932767e-17,0.8467241992282871,0.0,0.5320320765153319,-1.0000000000000004,-1.655422708293217e-17,0.0,0.5119061949269346,-3.607644226527321e-17,-0.5119061949269346,0.6928104705792004,0.20006824763478573,0.6928104705792003,1000.0,147.85714285714317,[0.50016119]
-4.070162718146364e-17,-0.551766278716807,-2.9916846354997265e-17,-0.551766278716807,4.393136380934429e-18,-0.12440950726880202,-2.9916846354997265e-17,-0.12440950726880202,2.760903891575392e-18,0.9438833303083684,0.0,0.3302790619551646,-1.0000000000000004,-1.655422708293217e-17,0.0,0.565618026434677,1.3644119187779205e-17,-0.5656180264346775,0.702449753364891,0.11458048697403672,0.7024497533648913,1000.0,160.7142857142859,[0.3351434]
4.620607078919571e-17,-0.5954690844983702,4.868236499304876e-17,-0.5954690844983702,5.9819584317466826e-18,-0.041856619123316674,4.868236499304876e-17,-0.041856619123316674,-8.682087709356578e-20,0.9937122098932417,0.0,0.11196447610331499,-1.0000000000000004,-1.655422708293217e-17,0.0,0.5969383612717158,-6.5960438564561644e-18,-0.5969383612717161,0.7064825120501976,0.04201095493421446,0.7064825120501976,1000.0,173.57142857142824,[0.34020588]
-5.70847266890195e-19,-0.6022677248643882,6.685248233490703e-17,-0.6022677248643882,-5.665062230355167e-19,0.051724142584320905,6.685248233490703e-17,0.051724142584320905,-9.99427674052946e-17,0.9937122098932417,0.0,-0.11196447610331446,-1.0000000000000004,-1.655422708293217e-17,0.0,0.6044847387150558,-8.780929457769068e-17,-0.6044847387150559,0.706857994542924,0.026524537724741008,0.706857994542924,1000.0,173.57142857142824,[0.33860802]
6.842570375936654e-18,-0.5699529175783582,-3.09715165252534e-17,-0.5699529175783582,-1.491609799991552e-17,0.13908903033130965,-3.09715165252534e-17,0.13908903033130965,-9.531711386289395e-17,0.9438833303083684,0.0,-0.3302790619551646,-1.0000000000000004,-1.655422708293217e-17,0.0,0.5866788615712919,-1.0314201277107778e-16,-0.5866788615712918,0.7037662421834419,0.09708837585413767,0.703766242183442,1000.0,160.7142857142859,[0.33168696]
-2.3783494018818677e-18,-0.504233584104865,-5.481137628537267e-17,-0.504233584104865,-1.7930749470558903e-17,0.20375276352296426,-5.481137628537267e-17,0.20375276352296426,-3.122879120245332e-17,0.8467241992282853,0.0,-0.5320320765153347,-1.0000000000000004,-1.655422708293217e-17,0.0,0.5438443674273761,-6.46552485384121e-17,-0.5438443674273763,0.6960621180644851,0.17605412687911048,0.6960621180644848,1000.0,147.85714285714297,[0.3200166]
